Crossing ID,City,State,Street,County,Railroad,Date/Time,Duration,Reason,Immediate Impacts,Additional Comments,hour,day_of_week,month,is_weekend,Duration_Clean,target_class,target_minutes,crossing_frequency,railroad_frequency
023207W,HOUSTON,TX,ALAMEDA/GENOA RD,HARRIS,BNSF,2026-07-13 19:05:00,31-60 minutes,A moving train,,"An extremely long slow moving train, proceeded in a south direction on the tracks instead of giving the traffic and opportunity to move another train going in a northbound direction immediately block the tracks again.",19,0,7,0,31-60 minutes,31-60 minutes,45.5,5,46
023207W,HOUSTON,TX,ALAMEDA/GENOA RD,HARRIS,BNSF,2026-02-24 16:19:00,31-60 minutes,A stationary train,,,16,1,2,0,31-60 minutes,31-60 minutes,45.5,5,46
023207W,HOUSTON,TX,ALAMEDA/GENOA RD,HARRIS,BNSF,2026-02-24 15:49:00,16-30 minutes,A stationary train,,,15,1,2,0,16-30 minutes,16-30 minutes,23.0,5,46
023207W,HOUSTON,TX,ALAMEDA/GENOA RD,HARRIS,BNSF,2026-02-24 15:40:00,16-30 minutes,A stationary train,First responders were observed being unable to cross the tracks,,15,1,2,0,16-30 minutes,16-30 minutes,23.0,5,46
023207W,HOUSTON,TX,ALAMEDA/GENOA RD,HARRIS,BNSF,2026-02-24 15:34:00,16-30 minutes,A stationary train,,,15,1,2,0,16-30 minutes,16-30 minutes,23.0,5,46
023211L,HOUSTON,TX,BELLFORT avenue,HARRIS,BNSF,2026-06-08 17:10:00,1-2 hours,A stationary train,,,17,0,6,0,1-2 hours,1-2 hours,90.0,3,46
023211L,HOUSTON,TX,BELLFORT avenue,HARRIS,BNSF,2026-04-10 19:14:00,31-60 minutes,A stationary train,,Gridlock ,19,4,4,0,31-60 minutes,31-60 minutes,45.5,3,46
023211L,HOUSTON,TX,WB BELLFORT RD,HARRIS,BNSF,2026-02-06 18:15:00,1-2 hours,A stationary train,,Major traffic congestion,18,4,2,0,1-2 hours,1-2 hours,90.0,3,46
023214G,HOUSTON,TX,LONG DR,HARRIS,BNSF,2026-05-19 09:33:00,1-2 hours,A stationary train,"Pedestrians were observed climbing on, over, or through the train cars",This train went forward and backward across this section for an hour - unacceptable blockage of traffic in the middle of Houston during rush hour,9,1,5,0,1-2 hours,1-2 hours,90.0,3,46
023214G,HOUSTON,TX,LONG DR,HARRIS,BNSF,2025-12-20 10:07:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars",,10,5,12,1,31-60 minutes,31-60 minutes,45.5,3,46
023214G,HOUSTON,TX,LONG DR,HARRIS,BNSF,2025-10-05 19:41:00,31-60 minutes,A stationary train,,Once again a train blocking the road just stopped. It's ridiculous ,19,6,10,1,31-60 minutes,31-60 minutes,45.5,3,46
023215N,HOUSTON,TX,GRIGGS RD,HARRIS,UP,2026-05-26 21:46:00,31-60 minutes,A stationary train,,,21,1,5,0,31-60 minutes,31-60 minutes,45.5,4,5265
023215N,HOUSTON,TX,GRIGGS RD,HARRIS,UP,2026-05-20 10:25:00,1-2 hours,A stationary train,,"Disruptive to my work. I’m late now and I’m basically getting a write up because this work is so damn strict. It’s 2026, learn to work at a safe and effective way. If you need more workers hire more. Acting like it’s everyone’s first time. ",10,2,5,0,1-2 hours,1-2 hours,90.0,4,5265
023215N,HOUSTON,TX,GRIGGS RD,HARRIS,UP,2026-01-03 21:37:00,16-30 minutes,A stationary train,,Traffic congestion ,21,5,1,1,16-30 minutes,16-30 minutes,23.0,4,5265
023215N,HOUSTON,TX,GRIGGS RD,HARRIS,UP,2025-10-14 19:50:00,31-60 minutes,A stationary train,,Move the dumb train it happens all the time ,19,1,10,0,31-60 minutes,31-60 minutes,45.5,4,5265
023219R,HOUSTON,TX,MYKAWA RD,HARRIS,BNSF,2026-04-25 16:06:00,31-60 minutes,A stationary train,,,16,5,4,1,31-60 minutes,31-60 minutes,45.5,2,46
023219R,HOUSTON,TX,MYKAWA RD,HARRIS,BNSF,2025-09-20 21:43:00,16-30 minutes,A stationary train,,,21,5,9,1,16-30 minutes,16-30 minutes,23.0,2,46
023228P,HOUSTON,TX,AIRPORT BOULEVARD,HARRIS,BNSF,2026-05-21 07:53:00,31-60 minutes,A stationary train,First responders were observed being unable to cross the tracks,Can’t get to Hobby Airport,7,3,5,0,31-60 minutes,31-60 minutes,45.5,8,46
023228P,HOUSTON,TX,AIRPORT BLVD,HARRIS,BNSF,2026-04-14 18:51:00,1-2 hours,A stationary train,,,18,1,4,0,1-2 hours,1-2 hours,90.0,8,46
023228P,HOUSTON,TX,AIRPORT BLVD,HARRIS,BNSF,2026-04-14 17:50:00,31-60 minutes,A stationary train,,It’s still not moving as of 5:31pm,17,1,4,0,31-60 minutes,31-60 minutes,45.5,8,46
023228P,HOUSTON,TX,AIRPORT BLVD,HARRIS,BNSF,2026-02-17 13:50:00,16-30 minutes,No train was present but the lights and/or gates were activated,,,13,1,2,0,16-30 minutes,16-30 minutes,23.0,8,46
023228P,HOUSTON,TX,AIRPORT BLVD,HARRIS,BNSF,2026-01-25 11:54:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars",,11,6,1,1,31-60 minutes,31-60 minutes,45.5,8,46
023228P,HOUSTON,TX,AIRPORT BLVD,HARRIS,BNSF,2026-01-25 11:52:00,16-30 minutes,A stationary train,,,11,6,1,1,16-30 minutes,16-30 minutes,23.0,8,46
023228P,HOUSTON,TX,AIRPORT BLVD,HARRIS,BNSF,2026-01-13 21:30:00,16-30 minutes,No train was present but the lights and/or gates were activated,,,21,1,1,0,16-30 minutes,16-30 minutes,23.0,8,46
023228P,HOUSTON,TX,AIRPORT BLVD,HARRIS,BNSF,2025-09-08 17:10:00,31-60 minutes,A stationary train,First responders were observed being unable to cross the tracks,School pickup disruption!!!,17,0,9,0,31-60 minutes,31-60 minutes,45.5,8,46
089370C,HOUSTON,TX,west TIDWELL RoaD,HARRIS,BNSF,2026-02-23 07:11:00,1-2 hours,No train was present but the lights and/or gates were activated,First responders were observed being unable to cross the tracks,It’s still blocked ,7,0,2,0,1-2 hours,1-2 hours,90.0,1,46
287965D,HOUSTON,TX,FULTON,HARRIS,BNSF,2026-04-27 14:09:00,1-2 hours,A stationary train,,,14,0,4,0,1-2 hours,1-2 hours,90.0,1,46
287968Y,HOUSTON,TX,IRVINGTON BLVD,HARRIS,BNSF,2025-08-27 18:08:00,16-30 minutes,A stationary train,,,18,2,8,0,16-30 minutes,16-30 minutes,23.0,1,46
287970A,HOUSTON,TX,West Hardy Road,HARRIS,UP,2026-04-01 08:20:00,16-30 minutes,A stationary train,,Traffic congestion ,8,2,4,0,16-30 minutes,16-30 minutes,23.0,1,5265
287981M,HOUSTON,TX,LIBERTY ROAD,HARRIS,UP,2026-07-09 17:51:00,16-30 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars",,17,3,7,0,16-30 minutes,16-30 minutes,23.0,1,5265
287982U,HOUSTON,TX,Wallisville Road,HARRIS,UP,2026-06-01 12:00:00,31-60 minutes,A stationary train,,,12,0,6,0,31-60 minutes,31-60 minutes,45.5,3,5265
287982U,HOUSTON,TX,Wallisville Road,HARRIS,UP,2025-09-29 10:24:00,31-60 minutes,A stationary train,,No accidents stopped on tracks theres semis waiting to cross,10,0,9,0,31-60 minutes,31-60 minutes,45.5,3,5265
287982U,HOUSTON,TX,Wallisville Road,HARRIS,UP,2025-09-29 09:25:00,31-60 minutes,A stationary train,,No accidents train is just stopped more than an hour,9,0,9,0,31-60 minutes,31-60 minutes,45.5,3,5265
287996C,HOUSTON,TX,MARKET STREET,HARRIS,UP,2026-05-30 23:15:00,31-60 minutes,A stationary train,,Train is still not moving,23,5,5,1,31-60 minutes,31-60 minutes,45.5,1,5265
287998R,HOUSTON,TX,MCCARTY STREET,HARRIS,UP,2026-05-23 15:20:00,1-2 hours,No train was present but the lights and/or gates were activated,"Pedestrians were observed climbing on, over, or through the train cars",No emergency response for over an hour. Cars crossing down gates,15,5,5,1,1-2 hours,1-2 hours,90.0,4,5265
287998R,HOUSTON,TX,MCCARTY STREET,HARRIS,UP,2026-03-11 09:31:00,31-60 minutes,A stationary train,,This is the middle of rush hour,9,2,3,0,31-60 minutes,31-60 minutes,45.5,4,5265
287998R,HOUSTON,TX,MCCARTY STREET,HARRIS,UP,2026-01-15 09:49:00,31-60 minutes,A moving train,,Delivery delay,9,3,1,0,31-60 minutes,31-60 minutes,45.5,4,5265
287998R,HOUSTON,TX,MCCARTY STREET,HARRIS,UP,2026-01-14 08:30:00,31-60 minutes,A stationary train,,School arrival disrupted ,8,2,1,0,31-60 minutes,31-60 minutes,45.5,4,5265
288014F,HOUSTON,TX,McFarland Street,HARRIS,UP,2026-02-27 06:00:00,1-2 hours,A stationary train,"Pedestrians were observed climbing on, over, or through the train cars",This happens a few times per month and restricts emergency vehicle access.,6,4,2,0,1-2 hours,1-2 hours,90.0,2,5265
288014F,HOUSTON,TX,McFarland Street,HARRIS,UP,2025-10-18 20:30:00,1-2 hours,A stationary train,,"I am sitting in my car, sitting behind a stationary train. My phone will die soon.",20,5,10,1,1-2 hours,1-2 hours,90.0,2,5265
288021R,HOUSTON,TX,Private,FORT BEND,UP,2026-03-05 14:30:00,31-60 minutes,A stationary train,,,14,3,3,0,31-60 minutes,31-60 minutes,45.5,1,5265
288024L,HOUSTON,TX,CANAL STREET,HARRIS,UP,2025-12-13 14:56:00,16-30 minutes,A stationary train,,,14,5,12,1,16-30 minutes,16-30 minutes,23.0,1,5265
288034S,HOUSTON,TX,HARRISBURG Boulevard,HARRIS,UP,2026-07-26 07:58:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",7,6,7,1,1-2 hours,1-2 hours,90.0,6,5265
288034S,HOUSTON,TX,HARRISBURG Boulevard,HARRIS,UP,2026-07-06 12:30:00,31-60 minutes,A stationary train,"Pedestrians were observed climbing on, over, or through the train cars",The train is stopped on the tracks with no intent on moving.,12,0,7,0,31-60 minutes,31-60 minutes,45.5,6,5265
288034S,HOUSTON,TX,HARRISBURG Boulevard,HARRIS,UP,2026-06-07 20:20:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",20,6,6,1,1-2 hours,1-2 hours,90.0,6,5265
288034S,HOUSTON,TX,HARRISBURG Boulevard,HARRIS,UP,2026-06-02 03:40:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through. ",3,1,6,0,1-2 hours,1-2 hours,90.0,6,5265
288034S,HOUSTON,TX,HARRISBURG Boulevard,HARRIS,UP,2026-05-26 17:56:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",17,1,5,0,31-60 minutes,31-60 minutes,45.5,6,5265
288034S,HOUSTON,TX,HARRISBURG Boulevard,HARRIS,UP,2026-05-26 17:56:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",17,1,5,0,31-60 minutes,31-60 minutes,45.5,6,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-07-26 07:58:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",7,6,7,1,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-07-13 08:01:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",8,0,7,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-07-01 06:26:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",6,2,7,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-29 07:13:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",7,0,6,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-28 07:51:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",7,6,6,1,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-26 00:56:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",0,4,6,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-25 20:37:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get thro",20,3,6,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-19 12:20:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",12,4,6,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-19 12:20:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",12,4,6,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-17 23:53:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",23,2,6,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-17 19:44:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",19,2,6,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-17 01:10:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",1,2,6,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-15 15:35:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",15,0,6,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-13 07:35:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",7,5,6,1,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-09 21:10:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",21,1,6,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-07 23:00:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",23,6,6,1,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-07 20:20:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",20,6,6,1,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-07 07:11:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",7,6,6,1,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-04 01:51:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",1,3,6,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-02 03:40:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through. ",3,1,6,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-06-01 07:41:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through. ",7,0,6,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-31 17:00:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",17,6,5,1,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-29 21:28:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",21,4,5,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-29 21:28:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",21,4,5,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-29 07:37:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",7,4,5,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-28 08:26:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through. ",8,3,5,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-27 21:26:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through. ",21,2,5,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-27 00:45:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",0,2,5,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-26 17:56:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",17,1,5,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-26 17:56:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",17,1,5,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-19 04:12:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",4,1,5,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-15 13:06:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",13,4,5,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-04 00:12:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",0,0,5,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-04 00:12:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",0,0,5,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-03 21:56:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",21,6,5,1,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-05-03 10:30:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",10,6,5,1,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-29 04:25:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",4,2,4,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-27 06:10:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",6,0,4,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-25 07:10:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",7,5,4,1,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-25 02:35:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",2,5,4,1,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-24 21:31:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",21,4,4,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-22 05:27:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",5,2,4,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-14 12:23:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",12,1,4,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-14 05:00:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",5,1,4,0,31-60 minutes,31-60 minutes,45.5,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-10 12:00:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",12,4,4,0,1-2 hours,1-2 hours,90.0,54,5265
288035Y,HOUSTON,TX,HUGHES STREET,HARRIS,UP,2026-04-10 12:00:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",12,4,4,0,1-2 hours,1-2 hours,90.0,54,5265
