Crossing ID,City,State,Street,County,Railroad,Date/Time,Duration,Reason,Immediate Impacts,Additional Comments,hour,day_of_week,month,is_weekend,Duration_Clean,target_class,target_minutes,crossing_frequency,railroad_frequency
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-09 13:57:00,31-60 minutes,A stationary train,,,13,3,7,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-09 13:01:00,31-60 minutes,A stationary train,,,13,3,7,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-09 13:01:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",13,3,7,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-08 21:19:00,31-60 minutes,A stationary train,,,21,2,7,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-08 21:19:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",21,2,7,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-08 13:52:00,31-60 minutes,A stationary train,,,13,2,7,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-08 13:52:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",13,2,7,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-05 11:59:00,1-2 hours,A stationary train,,,11,6,7,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-05 11:59:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",11,6,7,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-05 07:42:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",7,6,7,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-04 23:50:00,31-60 minutes,A stationary train,,,23,5,7,1,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-04 23:50:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",23,5,7,1,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-04 11:05:00,1-2 hours,A stationary train,,,11,5,7,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-04 11:05:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",11,5,7,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-03 14:50:00,31-60 minutes,A stationary train,,,14,4,7,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-03 14:50:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",14,4,7,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-02 14:40:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",14,3,7,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-02 14:40:00,1-2 hours,A stationary train,,,14,3,7,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-01 14:18:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",14,2,7,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-07-01 14:18:00,31-60 minutes,A stationary train,,,14,2,7,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-29 11:10:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",11,0,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-29 11:10:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",11,0,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-29 11:10:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",11,0,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-29 11:10:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",11,0,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-29 01:18:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",1,0,6,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-27 16:40:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",16,5,6,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-27 14:46:00,1-2 hours,No train was present but the lights and/or gates were activated,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",14,5,6,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-24 12:02:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",12,2,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-22 12:30:00,1-2 hours,A stationary train,,,12,0,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-22 12:30:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through. ",12,0,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-20 12:05:00,1-2 hours,A stationary train,,,12,5,6,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-20 10:04:00,1-2 hours,A stationary train,,,10,5,6,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-20 08:30:00,16-30 minutes,A stationary train,,,8,5,6,1,16-30 minutes,16-30 minutes,23.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-20 08:30:00,16-30 minutes,A stationary train,,,8,5,6,1,16-30 minutes,16-30 minutes,23.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-15 07:05:00,31-60 minutes,A stationary train,,,7,0,6,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-15 07:05:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",7,0,6,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-12 04:30:00,1-2 hours,A stationary train,,,4,4,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-11 11:50:00,1-2 hours,A stationary train,,,11,3,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-11 11:50:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars"," Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",11,3,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-10 12:07:00,1-2 hours,A stationary train,,,12,2,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-10 12:07:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars"," Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",12,2,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-07 13:35:00,1-2 hours,A stationary train,,,13,6,6,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-07 13:35:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",13,6,6,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-05 13:18:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",13,4,6,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-04 13:02:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",13,3,6,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-06-02 21:30:00,16-30 minutes,A stationary train,"Pedestrians were observed climbing on, over, or through the train cars",,21,1,6,0,16-30 minutes,16-30 minutes,23.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-31 16:50:00,31-60 minutes,A stationary train,,,16,6,5,1,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-31 16:50:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",16,6,5,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-31 15:27:00,16-30 minutes,A stationary train,,,15,6,5,1,16-30 minutes,16-30 minutes,23.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-31 15:27:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",15,6,5,1,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-30 09:30:00,1-2 hours,A stationary train,,,9,5,5,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-29 21:40:00,31-60 minutes,A stationary train,,,21,4,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-29 21:40:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",21,4,5,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-29 12:45:00,31-60 minutes,A stationary train,,,12,4,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-29 12:45:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",12,4,5,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-29 06:00:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",6,4,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-28 20:54:00,16-30 minutes,A stationary train,,,20,3,5,0,16-30 minutes,16-30 minutes,23.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-28 20:54:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through. ",20,3,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-27 21:57:00,31-60 minutes,A stationary train,,,21,2,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-27 21:57:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through. ",21,2,5,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-27 12:30:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",12,2,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-27 12:30:00,31-60 minutes,A stationary train,,,12,2,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-26 22:58:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",22,1,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-26 22:58:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",22,1,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-26 11:45:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",11,1,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-26 11:45:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",11,1,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-26 03:23:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",3,1,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-25 23:00:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",23,0,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-24 14:50:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",14,6,5,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-23 05:12:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",5,5,5,1,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-23 02:15:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",2,5,5,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-22 22:40:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",22,4,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-22 22:00:00,16-30 minutes,A stationary train,,,22,4,5,0,16-30 minutes,16-30 minutes,23.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-21 15:21:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",15,3,5,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-20 21:23:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",21,2,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-20 14:57:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",14,2,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-20 10:41:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",10,2,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-20 09:51:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",9,2,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-18 14:17:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",14,0,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-18 14:17:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",14,0,5,0,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-17 14:20:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",14,6,5,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-15 16:06:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",16,4,5,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-15 16:06:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",16,4,5,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-14 05:40:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",5,3,5,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-13 14:00:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",14,2,5,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-06 13:40:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train blocking many grade crossings. Vehicles can’t pass and are driving erratically down residential streets looking for a way around, only to hit the same stopped train. This dangerous behavior puts residents at risk. First responders can’t get through.",13,2,5,0,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-03 15:04:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",15,6,5,1,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-03 12:31:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",12,6,5,1,31-60 minutes,31-60 minutes,45.5,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-05-02 11:45:00,1-2 hours,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",11,5,5,1,1-2 hours,1-2 hours,90.0,330,5265
288221A,HOUSTON,TX,Cullen Boulevard,HARRIS,UP,2026-04-29 12:53:00,31-60 minutes,A stationary train,"First responders were observed being unable to cross the tracks, Pedestrians were observed climbing on, over, or through the train cars","Train stopped across many grade crossings, blocking pedestrians and vehicles alike.",12,2,4,0,31-60 minutes,31-60 minutes,45.5,330,5265
